Id,inspectionScore,maneuverabilityScore,maintananceConcerns,weatherSeverityScore,temperature,safetyCheckFailures,galeStrength,lastInspected,incidentCode,incidentID,maxCruisingElevation,scaleOfIncident
45,26.575342465753398,70.6927985414767,14,0.00736692430030834,77.62,1,0.330177425171295,17,6,4442,29579.787941166298,medium
46,29.3150684931507,85.278030993619,3,0.0091876148524485,76.8,1,0.240382978723404,16,6,9803,34929.7404234047,medium
47,43.607305936073,53.2360984503191,3,0.00701608590015726,81.45,3,0.584775333573747,12,6,1519,27053.4458792123,low
48,26.1187214611872,63.172288058340904,6,0.00687215599404899,76.98,1,0.330898665705012,17,6,11328,28164.6002001739,medium
49,69.7260273972603,68.2771194165907,9,0.30509366117033504,79.65,4,0.35686332491885997,7,2,9546,22472.167459524302,low
50,46.1643835616438,72.105742935278,7,0.0245984678638604,77.86,3,0.351454020915975,11,5,66,35974.8217427248,medium
51,54.657534246575295,72.4247948951687,3,0.007365800583689859,77.96,1,0.27031446087270106,9,6,1388,29454.471556176803,medium
52,32.1461187214612,56.563354603464,17,0.0674726358380376,78.31,2,0.505078254597908,12,4,10058,36601.5952977368,high
53,31.689497716894998,74.9316317228806,0,0.0165265950657187,79.42,2,0.337750450775333,19,5,2776,24905.0619902748,low
54,69.4520547945205,68.003646308113,0,1.5073458936192399,78.13,0,0.36984565452578405,8,1,8249,41060.4258734818,low
55,23.0593607305936,74.9316317228806,16,2.0484904799918704,81.85,3,0.457115759105661,14,1,1628,55934.468569702,catastrophic
56,56.25570776255711,50.1823154056518,13,0.6951722586792091,80.83,1,0.448460872701046,12,2,583,52978.479059002304,catastrophic
57,62.511415525114096,63.126709206928,5,0.0659924427036663,79.81,2,0.48993220338983,6,4,5459,36294.3896081754,medium
58,61.461187214611904,57.247037374658206,1,0.5012621497167511,81.16,1,0.244349801658853,10,2,2363,37177.378925325094,low
59,68.1278538812785,78.1221513217867,0,0.0484091511222673,78.64,0,0.34388099531193606,5,4,7689,26248.7929504245,catastrophic
60,36.2557077625571,45.8067456700091,4,0.17151013393546302,81.42,2,0.6107399927875939,11,3,10047,34132.2412197546,high
61,22.922374429223698,67.9580674567001,7,0.0619950696061957,82.91,1,0.377418680129823,23,4,3256,33735.8631764138,low
62,10.867579908675802,54.4667274384686,2,0.0628086341822525,78.13,4,0.48416227912008597,18,4,1113,34345.363421422,high
63,31.369863013698602,71.8778486782133,12,0.0059310930744335,81.85,3,0.314310133429499,15,6,10260,25158.3121080831,medium
64,41.643835616438295,58.6599817684595,12,1.0008814089997902,76.63,4,0.462164442841687,19,1,2291,27179.8728762575,high
65,32.8310502283105,48.723792160437604,0,0.182958864917738,80.19,2,0.693322033898305,19,3,2018,36885.6979512017,catastrophic
66,55.9360730593607,72.0145852324522,7,0.10271429105141999,81.92,3,0.38030364226469504,12,3,11791,20630.7168545235,low
67,47.4885844748858,50.5925250683683,0,0.266623438582304,79.89,2,0.523469888207717,11,2,6337,20134.1452289941,low
68,48.767123287671204,70.8751139471286,7,0.38950067725705795,77.89,2,0.38607356653443897,14,2,4861,28671.295422820498,low
69,56.25570776255711,62.7620783956244,13,0.0212246538797448,76.48,0,0.46829498737829,12,5,1017,32937.2182500384,low
70,47.44292237442921,73.1996353691887,1,0.00812807991710159,79.76,2,0.32116191849982,11,6,7416,31227.8825232193,medium
71,48.9954337899543,59.2980856882407,6,0.025816320539417997,78.15,0,0.5032751532636129,14,5,8706,38382.6155037246,low
72,45.433789954337904,54.69462169553329,1,0.0030450705351902398,84.74,0,0.455312657771367,18,7,11061,36560.596118786605,medium
73,75.296803652968,68.1403828623519,9,0.0639057568277937,78.37,2,0.21333645870898002,6,4,2876,34905.791923836005,low
74,36.164383561643795,77.98541476754791,2,0.0670251454671363,80.35,3,0.24110421925712197,11,4,7443,36963.934273337996,catastrophic
75,29.2694063926941,49.6809480401094,5,0.5086179913455711,81.23,2,0.368403173458348,13,2,12207,37572.3349371428,high
76,48.4474885844749,76.6180492251596,1,0.005098132215622,82.19,1,0.293033537684818,11,6,1737,20406.491789574,medium
77,41.9178082191781,64.4940747493163,3,0.47368515865696503,75.14,1,0.243267940858276,16,2,9325,35067.7050829379,low
78,67.4429223744292,59.115770282588905,3,0.00250016144798474,79.21,3,0.366960692390912,11,7,2771,27034.8776966234,high
79,53.5616438356164,70.1002734731085,5,0.20078756321220004,76.58,2,0.42141435268662103,12,2,2711,14865.9056452982,low
80,69.9086757990868,56.7000911577028,2,0.00945681285940533,79.21,2,0.517339343671114,8,6,11284,38888.753009181804,medium
81,62.4657534246575,82.3609845031905,27,0.0860681777332208,76.21,2,0.395810313739632,10,3,2633,17474.5485605647,low
82,18.7214611872146,66.4995442114859,12,1.50398754286448,78.49,1,0.42177497295348,19,1,3551,40347.886658032,medium
83,39.2694063926941,59.2980856882407,3,0.0693300746864775,80.37,2,0.334865488640461,10,4,4641,38050.4413138882,catastrophic
84,39.178082191780796,75.93436645396541,7,0.0109988106068976,83.63,1,0.4340360620266861,13,6,2957,44552.868826659294,medium
85,34.0639269406393,58.8422971741112,18,0.175707515440699,80.74,1,0.35938766678687295,15,3,10395,35285.2690352296,medium
86,46.8036529680365,50.7748404740201,1,0.202495647194575,76.26,3,0.6266072845293901,11,1,11948,10587.3525848917,low
87,48.3561643835616,80.4466727438469,8,1.3512748761678701,82.53,1,0.30313090515687,14,1,10255,37038.541445276496,low
88,53.47031963470321,76.4813126709207,0,0.0736768154938745,82.97,4,0.26021709340064897,16,4,6464,40666.4707114104,high
89,34.337899543379,58.8422971741112,19,0.26094087948419603,84.82,2,0.508323836999639,15,3,2677,52411.3766964889,medium
90,63.972602739726,39.7447584320875,0,0.45640800565346296,78.03,2,0.6349015506671469,6,2,8477,33751.1121700652,low
91,55.15981735159821,63.6736554238833,0,1.12805616120711,81.26,2,0.289427335016228,5,1,5186,30706.3547663233,catastrophic
92,21.2785388127854,62.7164995442115,8,0.0713789477305042,79.85,2,0.39292535160476,15,4,1616,38995.8855227598,catastrophic
93,44.703196347032005,73.9288969917958,3,0.00917072119817155,81.23,4,0.38174612333213104,12,6,4325,36468.4292231444,medium
94,42.8767123287671,68.9608021877849,14,0.0255570135508452,77.23,3,0.254447169130905,12,4,1796,13938.951027036299,medium
95,56.027397260274,50.1823154056518,13,1.3002817826989,82.2,3,0.505799495131626,12,1,2735,35415.675300555,catastrophic
96,45.342465753424705,66.8641750227894,14,0.541152830444993,81.15,4,0.276084385142445,15,2,12117,40101.9196560567,low
97,18.7214611872146,60.027347310847794,12,0.5158514319144729,77.44,3,0.40771078254597903,19,2,4328,38033.854208112,medium
98,66.4840182648402,62.351868732907896,2,0.0227520656738623,81.81,1,0.40266209880995296,12,5,6575,34233.0433595664,high
99,18.904109589041102,59.115770282588905,1,0.14135997031636302,79.03,2,0.47117994951316206,19,3,6555,28887.1389583202,medium
100,63.1963470319635,64.4484958979034,16,0.131215115356971,78.85,2,0.414923187883159,13,3,8824,26319.289765499198,high
101,55.433789954337904,76.8915223336372,1,0.039655280345073,83.58,3,0.28437865128020196,16,4,7447,21532.3463857748,high
102,25.296803652968002,76.8003646308113,3,0.0677018072057364,80.64,3,0.36119076812116796,14,4,5330,36539.8993329714,catastrophic
103,53.150684931506795,61.485870556062004,3,0.0023669714254217302,77.55,0,0.514093761269383,12,7,9016,25648.667608574702,low
104,25.251141552511395,76.5724703737466,0,0.132638956145098,80.98,2,0.239661738189686,17,3,8188,26632.0129708879,medium
105,27.077625570776302,55.6061987237922,1,1.03274750346758,78.29,1,0.506520735665344,13,1,4989,28411.223198046002,catastrophic
106,21.735159817351605,56.6545123062899,13,0.0283598304737713,77.9,4,0.40013775694194004,15,4,9044,16337.4324888073,high
107,25.707762557077604,33.9562443026436,5,0.0025586921894384896,79.74,1,0.607133790119004,14,7,12010,31682.670938997202,catastrophic
108,37.3972602739726,76.6180492251596,1,1.29142485015568,78.83,2,0.3352261089073211,17,1,8278,35132.226456787,low
109,44.0639269406393,85.18687329079309,5,0.00314676670034171,78.73,1,0.264183916336098,8,7,7730,33395.5017361782,catastrophic
110,49.4520547945205,70.0091157702826,5,0.00375549732045075,83.08,3,0.34171727371078203,17,5,12122,11025.734744313,high
111,48.8584474885845,69.91795806745671,6,0.603490069579617,79.31,3,0.29231229715109996,17,2,8919,44762.5045506306,high
112,59.4520547945205,38.9699179580674,8,0.007545438471834629,76.19,2,0.654375045077533,14,6,1316,29759.581673533597,medium
113,34.474885844748805,65.4512306289882,8,0.25328347095111703,77.26,1,0.25084096646231496,11,2,7842,18980.6198635016,catastrophic
114,32.557077625570805,68.9608021877849,0,0.0517797336074063,86.96,1,0.151670393076091,12,4,8506,28510.1224862741,catastrophic
115,55.15981735159821,66.2716499544212,10,0.00349145051029636,79.17,1,0.346405337179949,9,7,8904,40277.3094684945,medium
116,28.2191780821918,66.5451230628988,6,0.0776870335053078,79.51,3,0.298803461954562,13,4,1457,41982.5624801639,catastrophic
117,53.8812785388128,70.1002734731085,8,0.0146382192559913,75.05,4,0.22848250991705701,12,5,11078,20520.7410460176,low
118,29.9543378995434,61.6681859617138,5,0.0791980619761317,78.23,3,0.48488351965380394,16,4,6329,42708.8544741583,medium
119,77.76255707762559,53.96536007292621,14,0.00460286344892508,87.1,4,0.439805986296429,9,7,656,48569.5562852462,medium
120,31.1872146118721,57.155879671832295,0,0.0338942196143558,81.68,2,0.28221492967904804,15,4,5949,18917.972732299,low
121,55.433789954337904,65.7247037374658,8,0.0150402899314281,78.31,1,0.540058420483231,12,6,6046,60252.163369468704,low
122,46.4383561643836,67.86690975387421,0,0.0680573980642769,76.23,2,0.38102488279841296,15,4,2816,37340.640671331,low
123,61.0045662100457,79.3072014585233,3,0.45982132033564704,79.83,3,0.324768121168409,10,2,7646,33976.455314444596,low
124,33.972602739726,60.027347310847794,22,0.0601777442176999,78.64,1,0.448460872701046,11,4,9263,32746.028665476402,catastrophic
125,58.082191780821894,61.850501367365595,7,0.0128097660558823,81.71,3,0.491014064190407,14,6,2666,52513.9126928886,high
126,45.1141552511415,75.8432087511395,2,0.17962058111522197,84.62,1,0.293394157951677,11,3,3883,36269.6801583076,medium
127,62.100456621004604,45.62443026435739,0,0.00285586076405534,79.22,0,0.52238802740714,14,7,3890,29656.9767538356,medium
128,31.9634703196347,59.89061075660889,0,0.0486700861808518,81.02,1,0.434396682293545,15,4,589,26380.4456263727,medium
129,41.1415525114155,72.0145852324522,0,0.00311342293481838,82.44,3,0.350011539848539,9,7,2331,35976.202143689,catastrophic
130,35.7077625570776,72.3792160437557,5,1.09257988690076,81.53,0,0.314310133429499,14,1,2077,29596.464222992403,medium
131,50.50228310502279,78.714676390155,3,0.131340504997494,80.98,1,0.232088712585647,10,3,10201,26266.3679590952,medium
132,54.5205479452055,57.4293527803099,0,0.15634371942351402,80.9,2,0.37020627479264295,8,3,8461,31639.1855021958,medium
133,38.584474885844706,91.0665451230629,4,0.16258386348284,78.54,3,0.300606563288856,13,3,7946,32547.5858221591,medium
134,37.1689497716895,84.8678213309025,14,0.118795587606853,83.32,3,0.255529029931482,14,3,3178,24101.1426632183,medium
135,51.1872146118721,69.7812215132179,7,0.5201902304072461,79.69,1,0.350372160115398,10,2,8403,38384.4318243461,medium
136,42.100456621004604,55.9252506836828,2,0.50630490065634,83.03,3,0.578644789037144,12,2,7864,37215.0757155478,low
137,35.9817351598173,71.4676390154968,15,0.0236396818701965,79.85,3,0.258053371799495,11,5,6351,34703.197189470804,catastrophic
138,54.7488584474886,64.8131267092069,33,0.0032343539250976397,81.75,2,0.5515982690227189,16,7,4593,33915.180313015,high
139,53.9269406392694,75.25068368277121,17,0.026949466655397998,79.17,3,0.273199423007573,12,5,1529,38379.9835162289,low
140,68.49315068493149,59.115770282588905,3,0.00192218331023255,86.42,1,0.416005048683736,11,7,1590,19398.1511532957,high
141,23.150684931506802,80.08204193254329,0,1.2036414840358702,81.03,2,0.319719437432383,14,1,2039,32806.2895663649,catastrophic
142,34.6575342465753,56.0619872379216,7,0.23054495504521302,80.19,2,0.556646952758745,15,3,11137,46367.37043288151,low
143,43.0593607305936,62.853236098450296,1,0.9784546265153471,83.44,3,0.312507032095204,9,1,3124,26641.2465110544,catastrophic
144,20.1826484018265,62.57976298997271,2,0.0575890974839405,82.19,3,0.39292535160476,15,3,6431,11809.795062478,catastrophic
145,30.6849315068493,67.5934366453965,0,0.009234319901736971,81.32,4,0.20828777497295398,16,6,7473,34016.7896094001,medium
146,32.2374429223744,64.94986326344579,4,0.00892252524172122,79.46,2,0.549434547421565,15,6,6404,36736.6428204931,medium
147,56.52968036529679,55.469462169553296,0,0.47352544002111396,78.1,2,0.459279480706816,12,2,11807,35070.3331931138,catastrophic
148,35.9817351598173,85.9617137648131,7,0.110911641223805,78.48,2,0.19891164803461897,11,3,925,22102.038543134102,catastrophic
149,40.7762557077626,76.7547857793984,5,0.16750355692314,76.2,3,0.272117562206996,13,3,1045,33861.5536967773,medium
150,28.493150684931503,60.300820419325504,17,0.142409709799009,79.06,3,0.5822509917057329,16,3,8546,28547.658421272998,medium
151,27.4885844748858,83.8195077484048,0,0.341937267945787,86.08,2,0.19278110349801603,17,2,2047,25377.6648055458,medium
152,12.694063926940599,50.136736554238794,13,0.0594585122059251,76.52,2,0.44773963216732793,18,4,2442,32187.543777080897,high
153,27.534246575342497,43.1631722880583,1,1.1140409183654498,79.92,2,0.48596538045438104,13,1,4270,30233.1910796089,high
154,38.7214611872146,74.1567912488605,4,0.25328347095111703,77.25,2,0.388958528669311,13,2,7635,19525.85738177,medium
155,23.013698630137,56.19872379216039,15,0.0966690299438388,78.22,2,0.36263324918860396,14,4,1443,51330.728192905895,catastrophic
156,49.8173515981735,66.2716499544212,10,0.0061810368598627895,84.01,0,0.46108258204110997,10,6,3349,24783.150149214904,medium
157,58.675799086758005,78.94257064721971,1,0.347656319724328,78.72,1,0.26815073927154703,11,2,4928,25486.8254567764,low
158,65.296803652968,74.06563354603459,12,0.00203327570840989,79.53,0,0.46613126577713604,13,7,6906,21079.2995457879,high
159,35.1141552511415,50.7292616226071,10,0.0678905095124799,81.42,3,0.527076090876307,11,4,11613,36601.5952977368,high
160,46.1643835616438,66.22607110300821,10,0.00656903894305681,78.85,1,0.440887847097007,11,6,4447,27563.6657696117,medium
161,49.178082191780796,57.11030082041929,6,0.433893499307323,85.91,1,0.44737901190046897,14,2,8797,32017.118848704504,low
162,38.4474885844749,54.3755697356427,0,0.37341368105690204,84.76,1,0.309622069960331,17,2,4225,27520.4924785671,catastrophic
163,30.1826484018265,85.9617137648131,20,0.150239798754167,77.26,2,0.351814641182834,12,3,9733,30389.3208866958,catastrophic
164,30.3196347031963,86.9644484958979,0,0.00627654085155748,78.46,4,0.328734944103858,16,6,2812,24044.671508818,medium
165,46.0730593607306,41.6134913400182,13,0.00526925718600814,76.04,3,0.580447890371439,18,6,7713,21720.5738257697,medium
166,20.5479452054795,79.39835916134909,5,0.0697014282624186,78.32,3,0.3932859718716189,15,4,1356,37773.3553764435,catastrophic
167,47.0319634703196,78.4867821330902,31,0.5323831645572229,78.47,0,0.396170934006491,14,2,9579,39506.6914240772,low
168,45.4794520547945,78.4867821330902,31,0.00463226113987301,78.29,2,0.37489433826181,15,6,974,17474.5485605647,low
169,59.04109589041099,68.1403828623519,5,0.35853550033464393,80.79,2,0.253365308330328,11,2,4444,26755.007941369702,low
170,49.2694063926941,78.714676390155,0,0.533684621923382,78.52,3,0.449182113234764,10,2,2368,39506.6914240772,medium
171,33.1963470319635,76.6180492251596,14,0.0628420887479155,82.53,0,0.371648755860079,12,4,3214,34589.1544020152,catastrophic
172,54.4292237442922,44.8951686417502,8,0.0838515457532471,80.25,3,0.621197980526505,12,4,4490,45343.986977353896,catastrophic
173,43.1963470319635,70.2825888787603,9,0.3592587112154339,80.35,2,0.328734944103858,15,2,6223,26545.8277120036,low
174,49.36073059360729,59.115770282588905,2,0.379276810633701,79.32,2,0.375254958528669,14,2,11885,28208.2593702175,low
175,33.698630136986296,61.5314494074749,16,0.352152738713723,80.51,3,0.46721312657771297,15,2,7449,26021.860445271803,medium
176,19.041095890411,73.2452142206017,4,1.01607221631166,78.7,1,0.23894049765596803,16,1,2839,27823.4561463994,catastrophic
177,22.7853881278539,44.758432087511395,9,0.183405433181803,81.74,1,0.620837360259647,15,3,6409,36889.7195181602,high
178,60.136986301369895,71.9690063810392,5,0.0457032669423757,82.74,2,0.44413342949873796,10,4,11742,24664.528930302797,low
179,59.178082191780796,78.94257064721971,3,0.0035784858464896797,80.97,3,0.17943815362423302,11,7,10268,40028.3261414048,low
180,40.7762557077626,53.00820419325439,8,1.4613482216058897,77.99,2,0.5209455463397039,16,1,619,39565.8344826951,catastrophic
181,45.6164383561644,65.8158614402917,1,1.01750757171657,78.94,3,0.375615578795528,15,1,8378,27910.317545627997,low
182,76.8493150684932,73.70100273473109,0,0.0020724634618585103,79.85,2,0.20143598990263198,9,7,2468,22336.4072040184,high
183,50.7305936073059,72.97174111212401,8,0.35017958188076004,78.2,2,0.352535881716553,13,2,3612,25723.8293580535,low
184,20.8675799086758,37.8304466727438,0,0.0989186225161352,79.03,2,0.571432383699964,19,3,3380,19797.3217899341,low
185,60.1826484018265,69.8723792160438,23,1.4858576491890099,85.97,1,0.417808150018031,11,1,12480,40846.2082979377,low
186,55.0228310502283,64.0838650865998,15,0.00136724003230083,81.04,3,0.27788748647674,9,7,349,15738.4878024104,medium
187,71.689497716895,52.0966271649954,1,0.118795587606853,82.82,2,0.40482582041110704,3,3,5110,23861.037409217002,low
188,44.337899543379,72.0145852324522,14,0.300683552375606,80.35,2,0.27788748647674,15,2,640,22253.1682025273,low
189,29.223744292237395,49.4986326344576,7,0.845845626344203,77.75,1,0.397252794807068,16,1,1201,23086.070390942998,low
190,80.3196347031963,53.00820419325439,20,0.00366521510048756,78.33,3,0.481998557518932,8,7,10449,39867.4739975014,medium
191,43.7899543378995,53.3728350045579,2,1.30792861200427,78.62,3,0.23425243418680103,18,1,4562,35893.876808940804,high
192,42.9680365296804,59.480401093892496,8,0.472049970530307,78.97,2,0.273560043274432,15,2,6764,34891.3609926551,low
193,40.821917808219204,49.4530537830446,20,1.4597130584790803,77.9,1,0.5155362423368189,9,1,6990,39565.8344826951,high
194,41.1415525114155,90.154968094804,2,0.21546132796126802,77.73,2,0.28690299314821505,12,3,4967,43569.6921226912,medium
195,30.5022831050228,56.8824065633546,1,0.19247728400988298,78.63,2,0.555204471691309,12,3,10890,38800.9673142313,catastrophic
196,22.7397260273973,60.483135824977204,0,0.815759669125553,84.15,2,0.244349801658853,14,1,8391,21997.4295032142,catastrophic
197,61.41552511415521,85.5970829535096,9,0.36446300953970096,81.53,4,0.306737107825459,10,2,6590,26993.9576251546,low
198,21.9634703196347,39.7903372835005,5,1.3655279721670401,80.55,1,0.522748647673999,15,1,4764,37034.4056430355,high
199,25.342465753424698,76.5724703737466,12,0.00985570910807226,82.92,3,0.335586729174179,14,6,11724,42076.998636432996,catastrophic
200,72.1004566210046,40.838650865998204,7,0.00451160449111055,82.97,4,0.40662892174540205,9,5,976,6543.68933703962,medium
201,59.634703196347,52.415679124886104,6,0.00297716595272454,77.27,0,0.334144248106743,14,7,4016,35719.992068152795,medium
202,37.1689497716895,62.1239744758432,7,0.0566664273024785,78.09,3,0.42177497295348,14,4,11381,30858.543137353397,medium
203,72.32876712328759,63.90154968094811,2,0.0036868583858324397,78.11,4,0.264183916336098,10,7,10468,38466.937091707005,high
204,39.726027397260296,72.151321786691,0,0.0361958432532648,80.21,3,0.276084385142445,10,4,7772,19615.290329981002,catastrophic
205,31.8264840182648,76.0711030082042,0,0.0672799843490762,81.57,2,0.386434186801298,19,4,8718,36989.0802344552,low
206,63.3333333333333,40.4740200546946,3,0.0364960775864074,84.96,2,0.52960043274432,6,3,7806,8373.44012654902,low
207,58.767123287671204,30.401093892433895,3,0.0419814175319841,84.96,2,0.774822214208438,7,4,5821,22753.2773234342,low
208,37.077625570776206,66.6362807657247,6,0.00855903849696709,81.34,2,0.24651352326000697,14,6,5287,36191.032215045496,medium
209,62.0091324200913,66.4995442114859,1,0.572514343273642,78.49,0,0.40013775694194004,10,2,10090,42059.5289116091,low
210,30.776255707762605,56.8368277119417,0,0.00645951923367222,79.57,2,0.378139920663541,20,6,1247,26238.3376242275,catastrophic
211,47.899543378995396,53.783044667274396,12,0.0058973059340499,78.87,2,0.472622430580599,18,6,9008,24170.0895338431,medium
212,41.1415525114155,60.9845031905196,12,1.9079256458467,86.43,3,0.336668589974756,9,1,3719,49722.5743419767,catastrophic
213,30.1369863013699,75.75205104831359,2,0.441091386952033,76.02,3,0.265987017670393,12,2,2632,32625.7179340323,catastrophic
214,51.689497716895,71.42206016408392,3,0.0336210417064479,79.36,2,0.322604399567255,9,5,9510,64297.6512179186,medium
215,12.694063926940599,75.432999088423,6,0.0688662703827097,76.16,3,0.285821132347638,18,4,2421,37164.6419753701,catastrophic
216,26.2557077625571,55.1504102096627,2,1.5073458936192399,79.49,3,0.260938333934367,14,1,1906,40987.109431310295,high
217,13.789954337899498,57.8851412944394,1,1.2414273117491599,77.62,2,0.404465200144248,17,1,5371,33766.6231497173,catastrophic
218,66.25570776255711,48.9061075660894,2,0.00366102100604195,78.08,0,0.556286332491886,9,7,6146,38888.753009181804,medium
219,28.2191780821918,64.9954421148587,0,0.00383708389771657,79.51,2,0.42285683375405697,13,7,5060,46371.5275238705,catastrophic
220,25.296803652968002,58.2953509571559,11,0.00542982922464727,79.78,3,0.317555715831229,14,6,632,22429.8625953409,catastrophic
221,20.8675799086758,77.3473108477666,2,0.20847582305067103,78.75,4,0.465049404976559,19,3,7457,41696.2616017663,medium
222,53.74429223744289,66.5451230628988,2,0.00290241121216763,83.07,4,0.317916336098088,16,7,12320,30955.530849464503,high
223,29.0867579908676,64.94986326344579,3,0.20122391367316,80.12,2,0.395810313739632,16,3,8275,40669.4425991241,medium
224,52.55707762557079,58.02187784867821,3,0.0283280931345818,80.06,1,0.219467003245582,13,5,4577,41703.4532879954,low
